SampleID,UniqueID,GenotypeID,Reef,BagID,Species,ClipID,RackID,Treatment,Chla_ug_cm2,Colour Change,CatalaseU,Protein_ug_cm2,FvFm
980,S922,JAN2019_13-124_A. tenuis_195,13-124,195,A. tenuis,1,B10,High,6.448302234,-1.40295,0.035238717,0.141189402,0.4977961
1372,S1338,JAN2019_13-123_A. tenuis_1,13-123,1,A. tenuis,4,97,High,0.886860737,-4.381585467,0.027726938,0.227785317,0.625365329
1245,S1185,JAN2019_13-124_A. tenuis_161,13-124,161,A. tenuis,5,B61,Mid,3.619127593,-0.90615,0.390885496,0.006162465,0.647463333
915,S818,JAN2019_Corbett_A. tenuis_89,Corbett,89,A. tenuis,4,B44,Mid,3.117960903,-0.248315771,0.179681781,0.010285861,0.709198108
916,S819,JAN2019_Corbett_A. tenuis_90,Corbett,90,A. tenuis,5,B44,Mid,5.230028061,-0.324468778,0.341910266,0.012405594,0.668560679
886,S789,JAN2019_Corbett_A. tenuis_105,Corbett,105,A. tenuis,3,B29,Mid,2.450278876,0.081075643,0.052274902,0.013295099,0.678930415
2063,S1933,JAN2019_Mantis_A. tenuis_13,Mantis,13,A. tenuis,3,9,Mid,1.340517811,-0.292241399,0.116374897,0.014013067,0.673830006
1876,S1749,JAN2019_Lagoon_A. tenuis_8,Lagoon,8,A. tenuis,1,3,Mid,3.502644788,1.862808,0.24294456,0.017306893,0.687279431
1879,S1752,JAN2019_Lagoon_A. tenuis_119,Lagoon,119,A. tenuis,4,3,Mid,2.196799841,1.456026,0.42439876,0.01844041,0.676433523
1220,S1155,JAN2019_13-124_A. tenuis_190,13-124,190,A. tenuis,5,B41,Mid,6.084122661,-0.99924,0.114803998,0.023230519,0.667488727
2062,S1932,JAN2019_Mantis_A. tenuis_5,Mantis,5,A. tenuis,2,9,Mid,1.22453902,-0.98857974,0.077577034,0.027209513,0.676563959
888,S791,JAN2019_Corbett_A. tenuis_99,Corbett,99,A. tenuis,5,B29,Mid,2.045924182,0.263456474,0.092712067,0.031958763,0.680078591
1224,S1159,JAN2019_13-124_A. tenuis_192,13-124,192,A. tenuis,4,B42,Mid,7.40070736,-0.53202,0.049943715,0.032381637,0.658836414
1675,S1777,JAN2019_Lagoon_A. tenuis_1,Lagoon,1,A. tenuis,5,16,Mid,2.297080742,-0.519988,0.047445181,0.033301591,0.658589575
1225,S1160,JAN2019_13-124_A. tenuis_193,13-124,193,A. tenuis,5,B42,Mid,4.111195411,-0.13567,0.026236861,0.033359555,0.643295349
2009,S1909,JAN2019_Mantis_A. tenuis_28,Mantis,28,A. tenuis,4,50,Mid,2.263428342,-0.612031344,0.04097304,0.033856409,0.681035849
872,S775,JAN2019_Corbett_A. tenuis_98,Corbett,98,A. tenuis,2,B24,Mid,5.574274564,0.840843812,0.059574167,0.03407975,0.690729124
2008,S1908,JAN2019_Mantis_A. tenuis_27,Mantis,27,A. tenuis,3,50,Mid,2.355307903,-0.346855391,0.081146572,0.034090165,0.665284906
2007,S1907,JAN2019_Mantis_A. tenuis_22,Mantis,22,A. tenuis,2,50,Mid,4.893369626,0.298956745,0.092605919,0.034471962,0.67876518
809,S833,JAN2019_Corbett_A. tenuis_95,Corbett,95,A. tenuis,4,B6,Mid,0.15370063,0.062841274,0.050851958,0.036707338,0.666286447
912,S815,JAN2019_Corbett_A. tenuis_84,Corbett,84,A. tenuis,1,B44,Mid,2.900795153,-0.513136641,0.52045464,0.037449158,0.704308083
806,S830,JAN2019_Corbett_A. tenuis_91,Corbett,91,A. tenuis,1,B6,Mid,5.951161817,-0.027817137,0.065356518,0.039067769,0.699016112
913,S816,JAN2019_Corbett_A. tenuis_85,Corbett,85,A. tenuis,2,B44,Mid,7.486439723,0.190778692,0.231457455,0.041400697,0.744046456
2065,S1935,JAN2019_Mantis_A. tenuis_63,Mantis,63,A. tenuis,5,9,Mid,0.008017019,-0.823847816,0.028754422,0.041732712,0.657925019
1243,S1183,JAN2019_13-124_A. tenuis_159,13-124,159,A. tenuis,3,B61,Mid,5.099181507,-0.97766,0.061271696,0.043123047,0.626114817
885,S788,JAN2019_Corbett_A. tenuis_112,Corbett,112,A. tenuis,2,B29,Mid,5.229105793,0.011305369,0.134669907,0.043763304,0.697165515
1786,S1762,JAN2019_Lagoon_A. tenuis_33,Lagoon,33,A. tenuis,4,7,Mid,2.624418316,-0.483084,0.082448654,0.044472123,0.648542164
1878,S1751,JAN2019_Lagoon_A. tenuis_118,Lagoon,118,A. tenuis,3,3,Mid,0.901698394,0.196011,0.090094913,0.048248192,0.654327248
940,,JAN2019_Corbett_A. tenuis_96,Corbett,96,A. tenuis,5,B6,Mid,4.344644102,-0.34702214,0.070044195,0.048540782,0.672999728
2084,S1944,JAN2019_Mantis_A. tenuis_39,Mantis,39,A. tenuis,4,5,Mid,0.00317716,-0.056348786,0.039237298,0.048755739,0.685786552
1219,S1154,JAN2019_13-124_A. tenuis_174,13-124,174,A. tenuis,4,B41,Mid,3.104969608,-0.63423,0.163084035,0.049054464,0.641071912
1242,S1182,JAN2019_13-124_A. tenuis_157,13-124,157,A. tenuis,2,B61,Mid,4.901765562,-0.6248,0.03752392,0.049678657,0.631452004
914,S817,JAN2019_Corbett_A. tenuis_88,Corbett,88,A. tenuis,3,B44,Mid,0.567704104,-0.268270749,0.093806649,0.049911994,0.707317074
2061,S1931,JAN2019_Mantis_A. tenuis_49,Mantis,49,A. tenuis,1,9,Mid,0.015964526,-0.05346764,0.06190535,0.049973064,0.67567313
884,S787,JAN2019_Corbett_A. tenuis_101,Corbett,101,A. tenuis,1,B29,Mid,6.188705809,0.613483307,0.099442396,0.05304972,0.667942277
1783,S1759,JAN2019_Lagoon_A. tenuis_21,Lagoon,21,A. tenuis,1,7,Mid,2.235921984,0.542562,0.10006857,0.053294225,0.685434448
1787,S1763,JAN2019_Lagoon_A. tenuis_83,Lagoon,83,A. tenuis,5,7,Mid,0.756829955,-0.160115,0.153408699,0.053957175,0.696772061
1222,S1157,JAN2019_13-124_A. tenuis_196,13-124,196,A. tenuis,2,B42,Mid,3.862909152,0.000102,0.082986806,0.055058953,0.671160679
808,S832,JAN2019_Corbett_A. tenuis_94,Corbett,94,A. tenuis,3,B6,Mid,4.210871358,-0.063592061,0.20688869,0.056637665,0.667981613
2010,S1910,JAN2019_Mantis_A. tenuis_32,Mantis,32,A. tenuis,5,50,Mid,0.00800927,-0.410280352,0.049907539,0.05823569,0.674163242
1785,S1761,JAN2019_Lagoon_A. tenuis_29,Lagoon,29,A. tenuis,3,7,Mid,1.235991245,-0.076775,0.162115021,0.059488627,0.670896272
807,S831,JAN2019_Corbett_A. tenuis_93,Corbett,93,A. tenuis,2,B6,Mid,6.942547408,0.042967744,0.149154295,0.060048701,0.651103324
1673,S1775,JAN2019_Lagoon_A. tenuis_95,Lagoon,95,A. tenuis,3,16,Mid,2.048380781,0.083191,0.164568855,0.060186126,0.683286714
1674,S1776,JAN2019_Lagoon_A. tenuis_96,Lagoon,96,A. tenuis,4,16,Mid,2.114153683,-1.039382,0.063600564,0.060568235,0.648087615
2081,S1941,JAN2019_Mantis_A. tenuis_33,Mantis,33,A. tenuis,1,5,Mid,2.221257202,-0.703609124,0.069414992,0.062422782,0.665885087
871,S774,JAN2019_Corbett_A. tenuis_97,Corbett,97,A. tenuis,1,B24,Mid,6.118174489,0.413162395,0.178538768,0.063638306,0.703498244
1218,S1153,JAN2019_13-124_A. tenuis_170,13-124,170,A. tenuis,3,B41,Mid,5.217891248,-0.73611,0.154058991,0.064369282,0.660907018
1217,S1152,JAN2019_13-124_A. tenuis_163,13-124,163,A. tenuis,2,B41,Mid,5.212705001,-0.8518,0.085262248,0.065432797,0.649942713
1216,S1151,JAN2019_13-124_A. tenuis_162,13-124,162,A. tenuis,1,B41,Mid,4.078921732,-0.64871,0.087642351,0.065769192,0.582054922
1877,S1750,JAN2019_Lagoon_A. tenuis_12,Lagoon,12,A. tenuis,2,3,Mid,1.845473563,-1.145541,0.0983461,0.066954418,0.682180888
2006,S1906,JAN2019_Mantis_A. tenuis_21,Mantis,21,A. tenuis,1,50,Mid,2.068501877,0.166191831,0.026752578,0.067823161,0.672511486
1671,S1773,JAN2019_Lagoon_A. tenuis_90,Lagoon,90,A. tenuis,1,16,Mid,1.045856957,0.518905,0.073278073,0.0695979,0.648825737
1244,S1184,JAN2019_13-124_A. tenuis_160,13-124,160,A. tenuis,4,B61,Mid,5.408804385,-0.36137,0.082126644,0.070135582,0.595015647
1223,S1158,JAN2019_13-124_A. tenuis_191,13-124,191,A. tenuis,3,B42,Mid,4.264484421,-0.06676,0.048198618,0.073261667,0.695109229
2083,S1943,JAN2019_Mantis_A. tenuis_36,Mantis,36,A. tenuis,3,5,Mid,0.003305002,0.054094162,0.118726232,0.075240323,0.737634543
2082,S1942,JAN2019_Mantis_A. tenuis_34,Mantis,34,A. tenuis,2,5,Mid,3.345627373,0.263041632,0.031745857,0.081708711,0.688788661
887,S790,JAN2019_Corbett_A. tenuis_122,Corbett,122,A. tenuis,4,B29,Mid,4.1723492,0.186815695,0.047501985,0.082447683,0.681211174
2064,S1934,JAN2019_Mantis_A. tenuis_61,Mantis,61,A. tenuis,4,9,Mid,2.507169752,-0.12669545,0.093246166,0.085794412,0.709414557
1784,S1760,JAN2019_Lagoon_A. tenuis_26,Lagoon,26,A. tenuis,2,7,Mid,1.569063082,1.241943,0.056764613,0.086365426,0.568796743
1241,S1181,JAN2019_13-124_A. tenuis_156,13-124,156,A. tenuis,1,B61,Mid,7.116553514,-0.88452,0.074862053,0.090629439,0.643404086
2085,S1945,JAN2019_Mantis_A. tenuis_65,Mantis,65,A. tenuis,5,5,Mid,0.04794052,0.058379813,0.036921785,0.096781235,0.713151021
1221,S1156,JAN2019_13-124_A. tenuis_195,13-124,195,A. tenuis,1,B42,Mid,5.61986313,-0.13339,0.041948808,0.118716125,0.668758514
